Biosample	contig	Genus	Species	predicted_mobility	Total_Size	Relaxase	PCN	percen	Total_DNA_bases	Plasmid_family	rep_type.s.	Multiple_replicons	Length_chr	gc	Number_plasmids	Locus	percen_tamaño	megaplasmid	Plasmid_type	Plasmid_type_curated	z_scores	Predicted_ptu
GCF_026001065	NZ_AP026784.1	Escherichia	Escherichia coli	mobilizable	102618	MOBF	1.48825861566234	3.17404952591594	152722.122622038	IncF	IncFIA,IncFIA,IncFIB,IncFIC	Multiple replicons	4811586	53.05209612348711	4	plasmid	2.13272712989023	No	IncFIA, IncFIB(AP001918), IncFII, IncFII	IncFIA, IncFIB(AP001918), IncFII, IncFII	-0.0469166248505295	PTU-FE
GCF_026001065	NZ_AP026786.1	Escherichia	Escherichia coli	mobilizable	7872	MOBQ	15.5955886303886	2.5515178092716	122768.473698419	Col156	Col156	Single replicons	4811586	47.8785569105691	4	plasmid	0.163605098194234	No	Col156	Col156	-0.199821212255261	PTU-E7
GCF_026001065	NZ_AP026787.1	Escherichia	Escherichia coli	non-mobilizable	2756	No MOB	8.70556766376599	0.498641081783409	23992.5444813391	Unknown	-	Single replicons	4811586	32.18432510885341	4	plasmid	0.0572784109023511	No	NA	-	-0.704043343621287	-
GCF_026001125	NZ_AP026790.1	Escherichia	Escherichia coli	conjugative	60945	MOBP	1.09346334691874	1.28295973045136	66641.1236779624	IncI2	IncI2	Single replicons	5194327	42.38247600295348	5	plasmid	1.17329925512968	No	IncI2	IncI2	-0.511401079521309	PTU-I2
GCF_026001125	NZ_AP026791.1	Escherichia	Escherichia coli	conjugative	30638	MOBP	8.35003855546104	4.92515163681869	255828.481262215	IncX	IncX4	Single replicons	5194327	40.936092434232	5	plasmid	0.589835795859598	No	IncX4	IncX4	0.383184426409019	PTU-X4
GCF_026001125	NZ_AP026792.1	Escherichia	Escherichia coli	mobilizable	4073	MOBQ	29.45978170245	2.31001419190742	119989.690874079	rep_cluster_1778	rep_cluster_1778	Single replicons	5194327	51.36263196660938	5	plasmid	0.0784124680637164	No	ColpEC648	ColpEC648	-0.25913868955404	PTU-E10
GCF_026001125	NZ_AP026793.1	Escherichia	Escherichia coli	non-mobilizable	1661	No MOB	1.01277908271014	0.0323858327822169	1682.22605638154	Unknown	-	Single replicons	5194327	47.98314268512944	5	plasmid	0.0319771935806121	No	NA	-	-0.818563719961483	-
GCF_026001205	NZ_AP026795.1	Escherichia	Escherichia coli	conjugative	165477	Multiple MOB	1.88726265652555	6.00702501272635	312298.562613879	IncF	IncFIB,IncFII,IncFII,rep_cluster_2131,rep_cluster_2232	Multiple replicons	5198889	52.338391438085054	3	plasmid	3.18293004524621	No	Col156, IncFIA, IncFIB(AP001918), IncFII(pRSB107)	Col156, IncFIA, IncFIB(AP001918), IncFII(pRSB107)	0.648911292598287	PTU-FE
GCF_026001205	NZ_AP026796.1	Escherichia	Escherichia coli	conjugative	60947	MOBP	2.41594247554161	2.8322290792674	147244.446056834	IncI2	IncI2	Single replicons	5198889	42.377803665479846	3	plasmid	1.17230816045505	No	IncI2	IncI2	-0.130873655414413	PTU-I2
GCF_026001205	NZ_AP026797.1	Escherichia	Escherichia coli	conjugative	30638	MOBP	17.9158637232533	10.5581448796663	548906.232753034	IncX	IncX4	Single replicons	5198889	40.923036751746196	3	plasmid	0.589318217796148	No	IncX4	IncX4	1.76674527097774	PTU-X4
GCF_026506335	NZ_CP097717.1	Escherichia	Escherichia coli	conjugative	170336	Multiple MOB	1.3123396015823	4.35781550340186	223538.678375122	IncF	IncFIB,IncFIC,IncFII	Multiple replicons	5129604	50.307627277850834	2	plasmid	3.32064619413116	No	IncFIA, IncFIB(AP001918), IncFIC(FII)	IncFIA, IncFIB(AP001918), IncFIC(FII)	0.243836831610958	PTU-FE
GCF_026506335	NZ_CP097718.1	Escherichia	Escherichia coli	conjugative	34980	MOBP	1.36614773824	0.931608909452569	47787.8478836354	IncX	IncX4	Single replicons	5129604	41.34076615208691	2	plasmid	0.681923984775433	No	IncX4	IncX4	-0.597698935329719	PTU-X4
GCF_026506375	NZ_CP097722.1	Escherichia	Escherichia coli	conjugative	161324	MOBF	1.05334302266482	3.59700532595358	169929.509788379	IncF	IncFIA,IncFIB,IncFIC,rep_cluster_2244	Multiple replicons	4724194	49.492326002330714	2	plasmid	3.41484706174217	No	IncFIA, IncFIB(AP001918), IncFII	IncFIA, IncFIB(AP001918), IncFII	0.0569686557963707	PTU-FE
GCF_026506375	NZ_CP097723.1	Escherichia	Escherichia coli	conjugative	39219	MOBP	1.29537313857646	1.07538426918603	50803.2391218303	IncX	IncX1	Single replicons	4724194	46.29898773553635	2	plasmid	0.8301733586724	No	IncX1	IncX1	-0.562385213199202	PTU-?
GCF_026506395	NZ_CP097725.1	Escherichia	Escherichia coli	conjugative	42570	MOBP	1.1704327574945	1.04068215854235	49825.322486541	IncX	IncX1	Single replicons	4787756	46.95560253699789	1	plasmid	0.889143055744695	No	IncX1	IncX1	-0.57090865348052	PTU-?
GCF_026968085	NZ_JAPVBU010000002.1	Escherichia	Escherichia coli	conjugative	117276	MOBF	2.0780058699861	4.96264915238945	243700.21640849	IncF	IncFIB,IncFIC,rep_cluster_2244	Multiple replicons	4910688	49.84907397933081	3	plasmid	2.38817860145055	No	IncFIB(AP001918), IncFIC(FII)	IncFIB(AP001918), IncFIC(FII)	0.392394466626656	PTU-?
GCF_026968085	NZ_JAPVBU010000004.1	Escherichia	Escherichia coli	non-mobilizable	1506	No MOB	58.9513514284138	1.80790828599152	88780.7352511912	Col(MG828)	Col(MG828)	Single replicons	4910688	50.265604249667994	3	plasmid	0.0306678005200086	No	Col(MG828)	Col(MG828)	-0.382464609061226	PTU-E9
GCF_026968105	NZ_JAPVBX010000002.1	Escherichia	Escherichia coli	conjugative	113382	Multiple MOB	1.7268888825566	3.90410709403889	195798.115282032	IncF	IncFIA,IncFIB,rep_cluster_2131	Multiple replicons	5015183	51.04337549170062	2	plasmid	2.260774930845	No	Col156, IncFIB(AP001918), IncFII(29)	Col156, IncFIB(AP001918), IncFII(29)	0.132398176710524	PTU-FE
GCF_027943565	NZ_AP019539.1	Escherichia	Escherichia coli	conjugative	151109	Multiple MOB	1.27609239510565	3.80184873981232	192829.04573202	IncF	IncFIB,IncFII	Multiple replicons	5071981	54.3859068619341	3	plasmid	2.97928955175502	No	IncFIA, IncFIB(pB171)	IncFIA, IncFIB(pB171)	0.107281751243912	-
GCF_027943565	NZ_AP019540.1	Escherichia	Escherichia coli	mobilizable	5627	MOBP	5.63432934233289	0.625088524765908	31704.3712093072	rep_cluster_2401	rep_cluster_2401	Single replicons	5071981	47.076594988448555	3	plasmid	0.110942844620278	No	NA	rep_cluster_2401	-0.672985658397084	PTU-E22
GCF_027943565	NZ_AP019541.1	Escherichia	Escherichia coli	non-mobilizable	2866	No MOB	9.70633222791182	0.548471064169903	27818.3481651953	Unknown	-	Single replicons	5071981	33.461270062805305	3	plasmid	0.0565065208249006	No	NA	-	-0.691804235647379	-
GCF_027944615	NZ_CP116081.1	Escherichia	Escherichia coli	mobilizable	5631	MOBP	6.60730868424688	0.750294075852157	37205.7552009942	rep_cluster_2401	rep_cluster_2401	Single replicons	4958823	47.36281299946724	10	plasmid	0.113555172265677	No	NA	rep_cluster_2401	-0.642233003363184	PTU-E22
GCF_027944615	NZ_CP116075.1	Escherichia	Escherichia coli	conjugative	141890	MOBF	1.00452794741054	2.8743205889398	142532.470458082	IncF	IncFIA,IncFIB	Multiple replicons	4958823	50.811896539572906	10	plasmid	2.86136448104722	No	IncFIB(AP001918), IncFII	IncFIB(AP001918), IncFII	-0.120535250562701	PTU-FE
GCF_027944615	NZ_CP116078.1	Escherichia	Escherichia coli	conjugative	42640	MOBP	1.20055700521915	1.03233671987374	51191.7507025443	IncX	IncX4	Single replicons	4958823	41.56894934333959	10	plasmid	0.859881467840252	No	IncX4	IncX4	-0.572958437968956	PTU-X4
GCF_027944615	NZ_CP116079.1	Escherichia	Escherichia coli	conjugative	41594	MOBF	1.65547022716046	1.38858815143255	68857.6286285122	Unknown	-	Single replicons	4958823	50.21156897629466	10	plasmid	0.838787752658242	No	NA	-	-0.485456907206039	PTU-N1
GCF_027944615	NZ_CP116080.1	Escherichia	Escherichia coli	mobilizable	7939	Multiple MOB	7.06891999084863	1.13172331029656	56120.1558073473	rep_cluster_2350	rep_cluster_2350	Single replicons	4958823	41.61733215770248	10	plasmid	0.160098474980857	No	ColRNAI	ColRNAI	-0.548547367503212	PTU-E1
GCF_027944615	NZ_CP116082.1	Escherichia	Escherichia coli	mobilizable	5163	MOBQ	8.76277595452587	0.912357877125622	45242.2122532171	rep_cluster_2131	rep_cluster_2131	Single replicons	4958823	47.53050552004648	10	plasmid	0.104117448838162	No	Col156	Col156	-0.602427322777886	PTU-E7
GCF_027944615	NZ_CP116083.1	Escherichia	Escherichia coli	mobilizable	4715	No MOB	6.05654754376844	0.575874994305467	28556.6216688682	rep_cluster_2350	rep_cluster_2350	Single replicons	4958823	41.08165429480382	10	plasmid	0.0950830469246432	No	NA	rep_cluster_2350	-0.68507335508561	PTU-E58
GCF_027944615	NZ_CP116084.1	Escherichia	Escherichia coli	mobilizable	4059	MOBQ	15.2646619105288	1.24947518180899	61959.2626948362	rep_cluster_1778	rep_cluster_1778	Single replicons	4958823	49.470312884947035	10	plasmid	0.0818541012655624	No	NA	rep_cluster_1778	-0.519625465456525	PTU-E10
GCF_027944655	NZ_CP116092.1	Escherichia	Escherichia coli	mobilizable	6647	MOBP	4.01430957432402	0.552764301324361	26683.1157405318	rep_cluster_2350	rep_cluster_2350	Single replicons	4827214	48.50308409808937	5	plasmid	0.137698473695179	No	NA	rep_cluster_2350	-0.690749742136154	PTU-E1
GCF_027944655	NZ_CP116093.1	Escherichia	Escherichia coli	non-mobilizable	1565	No MOB	16.3036542653896	0.528570287651112	25515.2189253348	Col(MG828)	Col(MG828)	Single replicons	4827214	50.798722044728436	5	plasmid	0.0324203567523628	No	Col(MG828)	Col(MG828)	-0.69669221153886	PTU-E9
GCF_027944675	NZ_CP116097.1	Escherichia	Escherichia coli	mobilizable	6200	No MOB	2.88499629724426	0.361921617533208	17886.9770429144	rep_cluster_2335	rep_cluster_2335	Single replicons	4942224	52.564516129032256	5	plasmid	0.125449595162016	No	Col(pHAD28)	Col(pHAD28)	-0.737624015436786	PTU-E63
GCF_027944675	NZ_CP116098.1	Escherichia	Escherichia coli	non-mobilizable	4036	No MOB	11.6664967152973	0.952728584194889	47085.98074294	Unknown	-	Single replicons	4942224	30.22794846382557	5	plasmid	0.0816636396893382	No	NA	-	-0.592511576892781	-
GCF_027944675	NZ_CP116099.1	Escherichia	Escherichia coli	mobilizable	2678	MOBF	7.60844910843785	0.412272424568303	20375.4267123966	rep_cluster_2350	rep_cluster_2350	Single replicons	4942224	46.04182225541449	5	plasmid	0.0541861315877224	No	Col(pHAD28)	Col(pHAD28)	-0.725256983895492	PTU-E1
GCF_027944695	NZ_CP116101.1	Escherichia	Escherichia coli	conjugative	178682	Multiple MOB	1.10842858192464	4.18575404551241	198056.235875459	IncF	IncFIB,IncFIC,IncFII	Multiple replicons	4731674	50.62793118501024	2	plasmid	3.77629566195811	No	IncFIA, IncFIB(AP001918), IncFIC(FII)	IncFIA, IncFIB(AP001918), IncFIC(FII)	0.201575553151674	PTU-FE
GCF_027944715	NZ_CP116104.1	Escherichia	Escherichia coli	mobilizable	108072	MOBP	1.27585146675365	2.77835905477556	137883.819715	IncF	IncFIB,IncFII,IncQ1,rep_cluster_2131	Multiple replicons	4962779	52.379894884891556	2	plasmid	2.177650868596	No	Col156, IncFIA, IncFIB(AP001918), IncQ1	Col156, IncFIA, IncFIB(AP001918), IncQ1	-0.144105067803822	PTU-FE
GCF_027944715	NZ_CP116105.1	Escherichia	Escherichia coli	non-mobilizable	2101	No MOB	14.0151317816823	0.593332724937268	29445.7918733145	Col(BS512)	Col(BS512)	Single replicons	4962779	47.16801523084246	2	plasmid	0.0423351513335573	No	Col(BS512)	Col(BS512)	-0.680785433638543	PTU-E47
GCF_027944775	NZ_CP116122.1	Escherichia	Escherichia coli	non-mobilizable	2113	No MOB	14.343690297872	0.604361662022588	30308.2175994035	Col(BS512)	Col(BS512)	Single replicons	5014914	47.136772361571225	7	plasmid	0.0421343217450987	No	Col(BS512)	Col(BS512)	-0.678076535393754	PTU-E47
GCF_027944775	NZ_CP116119.1	Escherichia	Escherichia coli	mobilizable	8520	MOBQ	5.17010636595385	0.878366134253285	44049.3062379268	rep_cluster_2131	rep_cluster_2131	Single replicons	5014914	45.352112676056336	7	plasmid	0.169893242436461	No	Col156	Col156	-0.610776284413252	PTU-E7
GCF_027944775	NZ_CP116120.1	Escherichia	Escherichia coli	mobilizable	5631	MOBP	6.62960804048342	0.744406043173664	37331.3228759621	rep_cluster_2401	rep_cluster_2401	Single replicons	5014914	47.36281299946724	7	plasmid	0.112285076075083	No	NA	rep_cluster_2401	-0.6436792063168	PTU-E22
GCF_027944775	NZ_CP116121.1	Escherichia	Escherichia coli	mobilizable	4060	MOBQ	9.24287069849112	0.748289103978133	37526.055035874	rep_cluster_1778	rep_cluster_1778	Single replicons	5014914	51.45320197044335	7	plasmid	0.0809585169356842	No	ColpEC648	ColpEC648	-0.64272545923163	PTU-E10
GCF_027944795	NZ_CP116134.1	Escherichia	Escherichia coli	non-mobilizable	2089	No MOB	13.6424198528145	0.567921246180439	28499.0150725295	Col(BS512)	Col(BS512)	Single replicons	5018128	47.15174724748684	12	plasmid	0.0416290696450947	No	Col(BS512)	Col(BS512)	-0.687026933582677	PTU-E47
GCF_027944795	NZ_CP116129.1	Escherichia	Escherichia coli	mobilizable	5775	MOBP	4.56519902174189	0.525375684927913	26364.0243505594	rep_cluster_2392	rep_cluster_2392	Single replicons	5018128	49.523809523809526	12	plasmid	0.115082755959991	No	NA	rep_cluster_2392	-0.697476861377981	PTU-E1
GCF_027944795	NZ_CP116130.1	Escherichia	Escherichia coli	mobilizable	5167	MOBQ	7.00062082646171	0.720830712375764	36172.2078103277	Col156	Col156	Single replicons	5018128	47.53241726340236	12	plasmid	0.102966683990524	No	Col156	Col156	-0.64946971647428	PTU-E7
GCF_027944795	NZ_CP116131.1	Escherichia	Escherichia coli	mobilizable	4593	MOBP	4.27069752083252	0.390889066862857	19615.3137131838	rep_cluster_2350	rep_cluster_2350	Single replicons	5018128	50.42455911169171	12	plasmid	0.091528155519349	No	ColRNAI	ColRNAI	-0.730509107441748	PTU-E14
GCF_027944795	NZ_CP116132.1	Escherichia	Escherichia coli	non-mobilizable	4396	No MOB	12.9719924283658	1.13637752395109	57024.8787150962	Unknown	-	Single replicons	5018128	42.333939945404914	12	plasmid	0.087602388779242	No	NA	-	-0.547404211902443	-
GCF_027944795	NZ_CP116133.1	Escherichia	Escherichia coli	mobilizable	4069	Multiple MOB	17.8889480288563	1.45054350007446	72790.1295294163	rep_cluster_1778	rep_cluster_1778	Single replicons	5018128	49.963135905627915	12	plasmid	0.0810860145456632	No	NA	rep_cluster_1778	-0.470239598965632	PTU-E10
GCF_027944795	NZ_CP116135.1	Escherichia	Escherichia coli	mobilizable	1551	No MOB	11.1931502743708	0.345957219017711	17360.5760755491	Col(MG828)	Col(MG828)	Single replicons	5018128	51.57962604771115	12	plasmid	0.030907940172112	No	Col(MG828)	Col(MG828)	-0.741545148614281	PTU-E9
GCF_027944795	NZ_CP116127.1	Escherichia	Escherichia coli	mobilizable	38312	MOBP	1.12038484510412	0.855382409249606	42924.184185629	IncI2	IncI2	Single replicons	5018128	42.869074963457926	12	plasmid	0.763471956076051	No	NA	IncI2	-0.616421485926285	-
GCF_027944795	NZ_CP116128.1	Escherichia	Escherichia coli	conjugative	30896	MOBP	2.19569622848819	1.35186329793443	67838.2306753713	Unknown	-	Single replicons	5018128	41.1671413775246	12	plasmid	0.615687762448467	No	NA	-	-0.494477168216832	PTU-X4
GCF_027944815	NZ_CP116143.1	Escherichia	Escherichia coli	non-mobilizable	2089	No MOB	25.7540066083586	1.07211341190687	53800.1198048611	Col(BS512)	Col(BS512)	Single replicons	5018137	47.15174724748684	8	plasmid	0.0416289949835965	No	Col(BS512)	Col(BS512)	-0.5631885924799	PTU-E47
GCF_027944815	NZ_CP116137.1	Escherichia	Escherichia coli	conjugative	151807	Multiple MOB	1.44480176062334	4.37076590126868	219331.020874947	IncF	IncFIA,IncFIB,IncFIC,IncFII	Multiple replicons	5018137	51.6866811148366	8	plasmid	3.02516651099801	No	IncFIA, IncFIB(pB171), IncFII(pCoo)	IncFIA, IncFIB(pB171), IncFII(pCoo)	0.247017673951372	PTU-FE
GCF_027944815	NZ_CP116138.1	Escherichia	Escherichia coli	mobilizable	5775	Multiple MOB	5.02412192604451	0.578188760548129	29014.304122907	rep_cluster_2392	rep_cluster_2392	Single replicons	5018137	49.523809523809526	8	plasmid	0.115082549559727	No	NA	rep_cluster_2392	-0.684505053964195	-
GCF_027944815	NZ_CP116139.1	Escherichia	Escherichia coli	mobilizable	5167	MOBQ	7.93699568383823	0.817244660685672	41010.4566983921	Col156	Col156	Single replicons	5018137	47.53241726340236	8	plasmid	0.102966499320365	No	Col156	Col156	-0.625788778471872	PTU-E7
GCF_027944815	NZ_CP116140.1	Escherichia	Escherichia coli	mobilizable	4593	MOBP	5.06601199384998	0.463681902023658	23268.1930877529	rep_cluster_2350	rep_cluster_2350	Single replicons	5018137	50.42455911169171	8	plasmid	0.0915279913641258	No	ColRNAI	ColRNAI	-0.71262992453637	PTU-E1
GCF_027944815	NZ_CP116141.1	Escherichia	Escherichia coli	non-mobilizable	4396	No MOB	16.681037473677	1.46129610917925	73329.8407342843	Unknown	-	Single replicons	5018137	42.333939945404914	8	plasmid	0.0876022316648589	No	NA	-	-0.467598571665762	-
GCF_027944815	NZ_CP116142.1	Escherichia	Escherichia coli	mobilizable	4069	MOBQ	21.8437223567135	1.77121721207426	88882.1062694671	rep_cluster_1778	rep_cluster_1778	Single replicons	5018137	49.963135905627915	8	plasmid	0.0810858691183601	No	NA	rep_cluster_1778	-0.391476573221054	PTU-E10
GCF_027944815	NZ_CP116144.1	Escherichia	Escherichia coli	mobilizable	1551	No MOB	8.02011379405826	0.2478847527396	12439.1964945844	Col(MG828)	Col(MG828)	Single replicons	5018137	51.57962604771115	8	plasmid	0.0309078847388981	No	Col(MG828)	Col(MG828)	-0.765633447396632	PTU-E9
GCF_027944835	NZ_CP116149.1	Escherichia	Escherichia coli	mobilizable	5167	MOBQ	6.50448600403921	0.668201792204548	33608.6791828706	Col156	Col156	Single replicons	5029720	47.5130636733114	6	plasmid	0.102729376585575	No	Col156	Col156	-0.66239629211562	PTU-E7
GCF_027944835	NZ_CP116148.1	Escherichia	Escherichia coli	non-mobilizable	13744	No MOB	9.81463953728037	2.68190686162215	134892.405800381	IncF	IncFIA,IncFIC	Multiple replicons	5029720	49.62892898719441	6	plasmid	0.273255767716692	No	IncFII	IncFII	-0.167795399403151	-
GCF_027944835	NZ_CP116150.1	Escherichia	Escherichia coli	mobilizable	4087	MOBQ	9.33610035340311	0.758623584302078	38156.6421443585	rep_cluster_1778	rep_cluster_1778	Single replicons	5029720	49.865426963542944	6	plasmid	0.0812570083424127	No	NA	rep_cluster_1778	-0.64018713161277	PTU-E10
GCF_027944835	NZ_CP116151.1	Escherichia	Escherichia coli	mobilizable	1552	No MOB	18.5491191375186	0.572362535119825	28788.2329014289	Col(MG828)	Col(MG828)	Single replicons	5029720	51.8041237113402	6	plasmid	0.0308565884383226	No	Col(MG828)	Col(MG828)	-0.685936075985119	PTU-E9
GCF_027944835	NZ_CP116147.1	Escherichia	Escherichia coli	conjugative	82763	MOBF	2.00717828248074	3.30277025744879	166120.096192953	IncF	IncFIA,IncFII,IncN	Multiple replicons	5029720	51.143626983072146	6	plasmid	1.64547927121192	No	IncFII(pHN7A8), IncN	IncFII(pHN7A8), IncN	-0.0153005805282281	PTU-FE
GCF_027944855	NZ_CP116155.1	Escherichia	Escherichia coli	non-mobilizable	44960	No MOB	1.39902688002777	1.36098439950313	62900.2485260485	IncX	IncX1	Single replicons	4621673	52.537811387900355	6	plasmid	0.972807898784704	No	IncX1	IncX1	-0.492236867466283	-
GCF_027944855	NZ_CP116156.1	Escherichia	Escherichia coli	mobilizable	5903	MOBF	9.33318440225448	1.19207454803722	55093.7875265082	rep_cluster_2350	rep_cluster_2350	Single replicons	4621673	43.09673047602914	6	plasmid	0.127724311088214	No	Col(pHAD28)	Col(pHAD28)	-0.533724056723414	PTU-E1
GCF_027944855	NZ_CP116157.1	Escherichia	Escherichia coli	mobilizable	4867	MOBP	9.32792041773375	0.982306378515099	45398.9886731101	rep_cluster_2486	rep_cluster_2486	Single replicons	4621673	49.00349291144442	6	plasmid	0.105308186018353	No	NA	rep_cluster_2486	-0.585246757581643	-
GCF_027944855	NZ_CP116158.1	Escherichia	Escherichia coli	mobilizable	3263	MOBF	11.4124016319786	0.805739967434872	37238.6665251463	rep_cluster_2350	rep_cluster_2350	Single replicons	4621673	46.95065890285014	6	plasmid	0.070602139095518	No	ColRNAI	ColRNAI	-0.628614530682882	PTU-E1
GCF_027944875	NZ_CP116162.1	Escherichia	Escherichia coli	mobilizable	6074	MOBQ	11.0923147645412	1.40137065289528	67374.7198798231	Col156	Col156	Single replicons	4807773	49.50609153770168	6	plasmid	0.126337079558457	No	Col156	Col156	-0.482317303134628	PTU-E7
GCF_027944875	NZ_CP116163.1	Escherichia	Escherichia coli	mobilizable	4073	MOBQ	11.6527378675577	0.987184738850243	47461.6013345625	rep_cluster_1778	rep_cluster_1778	Single replicons	4807773	51.460839675914556	6	plasmid	0.0847169781102394	No	ColpEC648	ColpEC648	-0.584048547668295	PTU-E10
GCF_027944875	NZ_CP116164.1	Escherichia	Escherichia coli	non-mobilizable	3684	No MOB	4.95970360774278	0.380041821669292	18271.5480909244	ColRNAI_rep_cluster_1987	ColRNAI_rep_cluster_1987	Single replicons	4807773	46.19978284473398	6	plasmid	0.0766259139106609	No	Col440I	Col440I	-0.733173379006481	-
GCF_027944875	NZ_CP116165.1	Escherichia	Escherichia coli	mobilizable	3174	MOBF	13.5294485386597	0.893188377689753	42942.469661706	rep_cluster_2350	rep_cluster_2350	Single replicons	4807773	46.78638941398866	6	plasmid	0.0660180919523447	No	NA	rep_cluster_2350	-0.607135684333818	PTU-E1
GCF_027944915	NZ_CP116172.1	Escherichia	Escherichia coli	mobilizable	7559	No MOB	6.99290820846946	1.10025515030479	52859.3931478206	rep_cluster_2350	rep_cluster_2350	Single replicons	4804285	44.88688980023813	6	plasmid	0.157338709089906	No	NA	rep_cluster_2350	-0.55627649341163	-
GCF_027944915	NZ_CP116173.1	Escherichia	Escherichia coli	mobilizable	5728	MOBQ	3.45496377292245	0.411924615032201	19790.0324912998	rep_cluster_2131	rep_cluster_2131	Single replicons	4804285	42.440642458100555	6	plasmid	0.119226898487496	No	Col156	Col156	-0.725342411950306	-
GCF_027944915	NZ_CP116174.1	Escherichia	Escherichia coli	mobilizable	4296	MOBQ	4.43602609476847	0.396670224666633	19057.1681031253	Col156	Col156	Single replicons	4804285	55.121042830540034	6	plasmid	0.0894201738656221	No	Col156	Col156	-0.729089154811105	PTU-E20
GCF_027944915	NZ_CP116175.1	Escherichia	Escherichia coli	non-mobilizable	1985	No MOB	6.7858921635274	0.280374622750355	13469.9959446019	Unknown	-	Single replicons	4804285	55.768261964735515	6	plasmid	0.0413172823843714	No	NA	-	-0.757653371786017	-
GCF_027944935	NZ_CP116178.1	Escherichia	Escherichia coli	conjugative	36682	MOBP	1.28821143471602	0.96483968737162	47254.1718482531	Unknown	-	Single replicons	4897619	41.18096068916635	4	plasmid	0.748976186183531	No	NA	-	-0.589536879885797	PTU-X1
GCF_027944935	NZ_CP116179.1	Escherichia	Escherichia coli	non-mobilizable	4045	No MOB	9.01959698649552	0.744938914406661	36484.2698103744	rep_cluster_2358	rep_cluster_2358	Single replicons	4897619	44.103831891223734	4	plasmid	0.08259115296637	No	Col(pHAD28)	Col(pHAD28)	-0.643548323899337	PTU-E51
GCF_027944935	NZ_CP116180.1	Escherichia	Escherichia coli	non-mobilizable	3731	No MOB	7.90626996839343	0.602298652714225	29498.2932520759	rep_cluster_2373	rep_cluster_2373	Single replicons	4897619	47.172339855266685	4	plasmid	0.0761798743430226	No	Col(pHAD28)	Col(pHAD28)	-0.678583246262732	PTU-E71
GCF_027944955	NZ_CP116185.1	Escherichia	Escherichia coli	mobilizable	5167	MOBQ	6.24609583614721	0.648728289466231	32273.5771853727	Col156	Col156	Single replicons	4974899	47.5130636733114	6	plasmid	0.103861405025509	No	Col156	Col156	-0.667179322155564	PTU-E7
GCF_027944955	NZ_CP116182.1	Escherichia	Escherichia coli	conjugative	107932	MOBP	1.08424415266019	2.35230182331178	117024.63988492	IncF	IncFIB,IncFII	Multiple replicons	4974899	51.27487677426528	6	plasmid	2.16953148194566	No	IncFIA, IncFIB(AP001918)	IncFIA, IncFIB(AP001918)	-0.248752113803231	PTU-FE
GCF_027944955	NZ_CP116183.1	Escherichia	Escherichia coli	conjugative	103383	MOBF	1.96723805945473	4.08810253837532	203378.972300608	IncF	IncFIA,IncFII,IncN	Multiple replicons	4974899	52.52314210266678	6	plasmid	2.07809243966561	No	IncFII(pHN7A8), IncN	IncFII(pHN7A8), IncN	0.177590649235881	-
GCF_027944955	NZ_CP116184.1	Escherichia	Escherichia coli	non-mobilizable	13744	No MOB	15.5527501329045	4.29671030158882	213756.997826639	IncF	IncFIA,IncFIC	Multiple replicons	4974899	49.62892898719441	6	plasmid	0.276266915167524	No	IncFII	IncFII	0.228828334177494	-
GCF_027944955	NZ_CP116186.1	Escherichia	Escherichia coli	mobilizable	4087	MOBQ	9.38341994705744	0.770870671417123	38350.0373236237	rep_cluster_1778	rep_cluster_1778	Single replicons	4974899	49.865426963542944	6	plasmid	0.0821524215868503	No	NA	rep_cluster_1778	-0.637179034591898	PTU-E10
GCF_027944955	NZ_CP116187.1	Escherichia	Escherichia coli	mobilizable	1552	No MOB	17.3006547181542	0.539721834002567	26850.6161225754	Col(MG828)	Col(MG828)	Single replicons	4974899	51.8041237113402	6	plasmid	0.0311966132377763	No	Col(MG828)	Col(MG828)	-0.693953198331653	PTU-E9
GCF_027944995	NZ_CP116190.1	Escherichia	Escherichia coli	mobilizable	6200	No MOB	4.74346506800383	0.59944973220216	29409.4834216238	rep_cluster_2335	rep_cluster_2335	Single replicons	4906080	52.564516129032256	2	plasmid	0.126373805563709	No	Col(pHAD28)	Col(pHAD28)	-0.679282990554949	PTU-E63
GCF_027945015	NZ_CP116193.1	Escherichia	Escherichia coli	non-mobilizable	2101	No MOB	14.7376327796466	0.62406943076791	30963.7664700375	Col(BS512)	Col(BS512)	Single replicons	4961590	47.16801523084246	2	plasmid	0.0423452965682372	No	Col(BS512)	Col(BS512)	-0.673235965559152	PTU-E47
GCF_027945035	NZ_CP116196.1	Escherichia	Escherichia coli	non-mobilizable	2101	No MOB	16.5980738790585	0.702663846409009	34872.553219902	Col(BS512)	Col(BS512)	Single replicons	4962907	47.16801523084246	2	plasmid	0.0423340594534614	No	Col(BS512)	Col(BS512)	-0.653931813859546	PTU-E47
GCF_027945055	NZ_CP116199.1	Escherichia	Escherichia coli	conjugative	111058	MOBF	1.00005613187394	2.26767866208499	111064.233893656	IncF	IncFIB,IncFIC,rep_cluster_2244	Multiple replicons	4897706	49.5146680113094	4	plasmid	2.26755138017676	No	IncFIB(AP001918), IncFIC(FII)	IncFIB(AP001918), IncFIC(FII)	-0.269537029987124	PTU-?
